strike_id,date,location,country,area,min_ppl_killed,max_ppl_killed,min_civil_killed,max_civil_killed,min_child_killed,max_child_killed,min_injured,max_injured,confirm_possible,air_strike,drone_strike,strike_type,min_strikes,max_strikes
Ob115,2010-09-03T00:00:00Z,Datta Khel,Pakistan,North Waziristan,2,4,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA
Ob116,2010-09-04T00:00:00Z,Datta Khel,Pakistan,North Waziristan,7,8,0,0,0,0,12,12,NA,NA,NA,NA,NA,NA
Ob117,2010-09-06T00:00:00Z,Khar Qamar,Pakistan,North Waziristan,3,6,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA
Ob118,2010-09-08T00:00:00Z,Danda Darpakhel,Pakistan,North Waziristan,5,10,4,4,4,4,2,2,NA,NA,NA,NA,NA,NA
Ob119,2010-09-08T00:00:00Z,Ambar Shaga,Pakistan,North Waziristan,3,4,0,4,0,0,1,2,NA,NA,NA,NA,NA,NA
Ob120,2010-09-08T00:00:00Z,Danda Darpakhel,Pakistan,North Waziristan,10,10,0,0,0,0,2,5,NA,NA,NA,NA,NA,NA
Ob121,2010-09-09T00:00:00Z,Miram Shah,Pakistan,North Waziristan,3,6,0,0,0,0,3,5,NA,NA,NA,NA,NA,NA
Ob122,2010-09-12T00:00:00Z,Newey Adda,Pakistan,North Waziristan,5,7,0,0,0,0,2,3,NA,NA,NA,NA,NA,NA
Ob123,2010-09-14T00:00:00Z,Bushnarai,Pakistan,North Waziristan,11,12,0,0,0,0,4,4,NA,NA,NA,NA,NA,NA
Ob124,2010-09-14T00:00:00Z,Qutab Khel,Pakistan,North Waziristan,1,4,0,0,0,0,4,4,NA,NA,NA,NA,NA,NA
Ob125,2010-09-15T00:00:00Z,Darga Mandi,Pakistan,North Waziristan,11,15,5,5,0,0,1,5,NA,NA,NA,NA,NA,NA
Ob126,2010-09-15T00:00:00Z,Pai Khel,Pakistan,North Waziristan,4,7,0,0,0,0,3,3,NA,NA,NA,NA,NA,NA
Ob127,2010-09-19T00:00:00Z,Deegan,Pakistan,North Waziristan,3,9,5,5,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob128,2010-09-20T00:00:00Z,Darazinda,Pakistan,North Waziristan,3,6,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob129,2010-09-21T00:00:00Z,Khand Morsak,Pakistan,South Waziristan,7,8,0,0,0,0,4,5,NA,NA,NA,NA,NA,NA
Ob130,2010-09-21T00:00:00Z,Azam Warsak,Pakistan,South Waziristan,0,16,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob131,2010-09-25T00:00:00Z,Datta Khel,Pakistan,North Waziristan,2,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob132,2010-09-26T00:00:00Z,Lawra Mandi,Pakistan,North Waziristan,4,5,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA
Ob133,2010-09-26T00:00:00Z,Miram Shah,Pakistan,North Waziristan,3,5,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA
Ob134,2010-09-26T00:00:00Z,Sheerani,Pakistan,North Waziristan,2,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob135,2010-09-27T00:00:00Z,Khushali,Pakistan,North Waziristan,3,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob136,2010-09-28T00:00:00Z,Zeba,Pakistan,South Waziristan,4,4,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA
Ob137,2010-10-02T00:00:00Z,Asar Village,Pakistan,North Waziristan,8,10,0,0,0,0,2,4,NA,NA,NA,NA,NA,NA
Ob138,2010-10-02T00:00:00Z,Inzarkas,Pakistan,North Waziristan,7,14,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA
Ob139,2010-10-04T00:00:00Z,Mir Ali,Pakistan,North Waziristan,5,9,0,3,0,0,2,2,NA,NA,NA,NA,NA,NA
Ob140,2010-10-06T00:00:00Z,Miram Shah,Pakistan,North Waziristan,5,11,0,0,0,0,4,4,NA,NA,NA,NA,NA,NA
Ob141,2010-10-06T00:00:00Z,Hurmuz,Pakistan,North Waziristan,3,5,0,0,0,0,3,3,NA,NA,NA,NA,NA,NA
Ob142,2010-10-07T00:00:00Z,Khaisoori,Pakistan,North Waziristan,4,4,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA
Ob143,2010-10-08T00:00:00Z,Mohammad Khel,Pakistan,North Waziristan,4,6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob144,2010-10-08T00:00:00Z,Char Khel,Pakistan,North Waziristan,5,8,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob145,2010-10-10T00:00:00Z,Shiva,Pakistan,North Waziristan,4,9,0,0,0,0,3,3,NA,NA,NA,NA,NA,NA
Ob146,2010-10-13T00:00:00Z,Datta Khel,Pakistan,North Waziristan,6,14,3,6,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob147,2010-10-15T00:00:00Z,Aziz Khel,Pakistan,North Waziristan,4,6,0,0,0,0,3,3,NA,NA,NA,NA,NA,NA
Ob148,2010-10-15T00:00:00Z,Machi Khel,Pakistan,North Waziristan,3,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob149,2010-10-18T00:00:00Z,Datta Khel,Pakistan,North Waziristan,6,7,1,1,1,1,1,6,NA,NA,NA,NA,NA,NA
Ob150,2010-10-27T00:00:00Z,Mir Ali,Pakistan,North Waziristan,2,5,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA
Ob151,2010-10-27T00:00:00Z,Deegan,Pakistan,North Waziristan,2,4,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA
Ob152,2010-10-28T00:00:00Z,Ismail Khel,Pakistan,North Waziristan,4,8,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob153,2010-11-01T00:00:00Z,Haider Khel,Pakistan,North Waziristan,5,6,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA
Ob154,2010-11-03T00:00:00Z,Qutab Khel,Pakistan,North Waziristan,4,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob155,2010-11-03T00:00:00Z,Khaso Khel,Pakistan,North Waziristan,4,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob156,2010-11-03T00:00:00Z,Pai Khel,Pakistan,North Waziristan,4,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob157,2010-11-07T00:00:00Z,Ghulam Khan,Pakistan,North Waziristan,8,9,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA
Ob158,2010-11-07T00:00:00Z,Datta Khel,Pakistan,North Waziristan,3,6,0,0,0,0,1,4,NA,NA,NA,NA,NA,NA
Ob159,2010-11-11T00:00:00Z,Ghulam Khan,Pakistan,North Waziristan,5,8,0,0,0,0,5,6,NA,NA,NA,NA,NA,NA
Ob160,2010-11-13T00:00:00Z,Miram Shah,Pakistan,North Waziristan,4,4,0,4,0,0,1,1,NA,NA,NA,NA,NA,NA
Ob161,2010-11-16T00:00:00Z,Ghulam Khan,Pakistan,North Waziristan,20,20,0,9,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob162,2010-11-19T00:00:00Z,Norak,Pakistan,North Waziristan,2,4,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA
Ob163,2010-11-21T00:00:00Z,Khaddi,Pakistan,North Waziristan,5,9,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob164,2010-11-22T00:00:00Z,Khesoor,Pakistan,North Waziristan,3,6,0,0,0,0,2,3,NA,NA,NA,NA,NA,NA
Ob165,2010-11-26T00:00:00Z,Pir Kelev,Pakistan,North Waziristan,2,4,1,4,1,1,0,0,NA,NA,NA,NA,NA,NA
Ob166,2010-11-28T00:00:00Z,Hassan Khel,Pakistan,North Waziristan,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob167,2010-12-06T00:00:00Z,Khushali,Pakistan,North Waziristan,3,5,0,2,0,0,3,3,NA,NA,NA,NA,NA,NA
Ob168,2010-12-06T00:00:00Z,Kushali,Pakistan,North Waziristan,2,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob169,2010-12-10T00:00:00Z,Khadar Khel,Pakistan,North Waziristan,4,4,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA
Ob170,2010-12-14T00:00:00Z,Spalaga,Pakistan,North Waziristan,3,4,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob171,2010-12-16T00:00:00Z,Tirah Valley,Pakistan,Khyber Agency,7,7,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob172,2010-12-17T00:00:00Z,Sandana,Pakistan,Khyber Agency,7,15,0,0,0,0,7,11,NA,NA,NA,NA,NA,NA
Ob173,2010-12-17T00:00:00Z,Nakai,Pakistan,Khyber Agency,11,15,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA
Ob174,2010-12-17T00:00:00Z,Speen Drang,Pakistan,Khyber Agency,32,32,2,2,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob175,2010-12-27T00:00:00Z,Shera Tala,Pakistan,North Waziristan,18,22,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob176,2010-12-27T00:00:00Z,Machi Khel,Pakistan,North Waziristan,4,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob177,2010-12-28T00:00:00Z,Ghulam Khan,Pakistan,North Waziristan,5,7,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA
Ob178,2010-12-28T00:00:00Z,Ghulam Khan,Pakistan,North Waziristan,5,12,2,4,0,0,3,3,NA,NA,NA,NA,NA,NA
Ob179,2010-12-28T00:00:00Z,Ghulam Khan,Pakistan,North Waziristan,9,10,0,0,0,0,6,6,NA,NA,NA,NA,NA,NA
Ob180,2010-12-31T00:00:00Z,Ghulam Khan,Pakistan,North Waziristan,4,8,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob181,2011-01-01T00:00:00Z,Mandi Khel,Pakistan,North Waziristan,8,10,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob182,2011-01-01T00:00:00Z,Mandi Khel,Pakistan,North Waziristan,4,6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob183,2011-01-01T00:00:00Z,Datta Khel,Pakistan,North Waziristan,4,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob184,2011-01-01T00:00:00Z,Boya,Pakistan,North Waziristan,4,4,0,0,0,0,4,4,NA,NA,NA,NA,NA,NA
Ob185,2011-01-07T00:00:00Z,Ghar Laley,Pakistan,North Waziristan,1,6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob186,2011-01-12T00:00:00Z,Haider Khel,Pakistan,North Waziristan,3,6,0,0,0,0,2,15,NA,NA,NA,NA,NA,NA
Ob187,2011-01-18T00:00:00Z,"Assar Madd Khel, Datta Khel",Pakistan,North Waziristan,3,7,0,0,0,0,3,3,NA,NA,NA,NA,NA,NA
Ob188,2011-01-23T00:00:00Z,Doga Mada Khel,Pakistan,North Waziristan,2,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob189,2011-01-23T00:00:00Z,Doga Mada Khel,Pakistan,North Waziristan,2,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob190,2011-01-23T00:00:00Z,Razmak,Pakistan,North Waziristan,4,6,0,0,0,0,3,3,NA,NA,NA,NA,NA,NA
Ob191,2011-02-20T00:00:00Z,"Kazha Punga area, Tehsil Birmal",Pakistan,South Waziristan,6,8,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA
Ob192,2011-02-21T00:00:00Z,Malik Jashdar,Pakistan,North Waziristan,7,14,0,11,0,0,10,10,NA,NA,NA,NA,NA,NA
Ob193,2011-02-24T00:00:00Z,Mohammad Khel,Pakistan,North Waziristan,4,7,0,0,0,0,3,2,NA,NA,NA,NA,NA,NA
Ob194,2011-03-08T00:00:00Z,Landidog,Pakistan,South Waziristan,2,5,0,5,0,0,2,2,NA,NA,NA,NA,NA,NA
Ob195,2011-03-09T00:00:00Z,Datta Khel,Pakistan,North Waziristan,5,5,0,0,0,0,2,3,NA,NA,NA,NA,NA,NA
Ob196,2011-03-11T00:00:00Z,Khesoor,Pakistan,North Waziristan,4,12,5,5,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob197,2011-03-11T00:00:00Z,Ghoroski,Pakistan,North Waziristan,4,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob198,2011-03-13T00:00:00Z,Azam Warsak,Pakistan,South Waziristan,0,4,0,0,0,0,0,5,NA,NA,NA,NA,NA,NA
Ob199,2011-03-13T00:00:00Z,"Ishar Morr area, Qutab Khel, Miranshah",Pakistan,North Waziristan,4,7,0,0,0,0,5,5,NA,NA,NA,NA,NA,NA
Ob200,2011-03-14T00:00:00Z,Malik Jashdar,Pakistan,North Waziristan,3,6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob201,2011-03-16T00:00:00Z,Datta Khel,Pakistan,North Waziristan,3,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob202,2011-03-17T00:00:00Z,Datta Khel,Pakistan,North Waziristan,26,42,19,41,0,1,9,14,NA,NA,NA,NA,NA,NA
SOM009,2011-04-03T00:00:00Z,Dhobley,Somalia,NA,1,36,0,0,0,0,0,0,Possible,TRUE,FALSE,Air operation - airstrike,1,1
Ob203,2011-04-13T00:00:00Z,Angor Adda,Pakistan,South Waziristan,4,7,0,7,0,0,6,10,NA,NA,NA,NA,NA,NA
Ob204,2011-04-22T00:00:00Z,Spinwan,Pakistan,North Waziristan,20,26,5,9,3,5,5,10,NA,NA,NA,NA,NA,NA
YEM012,2011-05-05T00:00:00Z,Unknown,Yemen,Shabwa,2,2,0,0,0,0,0,0,Confirmed,TRUE,TRUE,"Drone strike
Airstrike with US conventional aircraft",1,1
Ob205,2011-05-06T00:00:00Z,Dwa Tooe,Pakistan,North Waziristan,7,18,6,6,0,0,4,4,NA,NA,NA,NA,NA,NA
Ob206,2011-05-10T00:00:00Z,Angor Adda,Pakistan,South Waziristan,3,5,0,0,0,0,4,4,NA,NA,NA,NA,NA,NA
Ob207,2011-05-12T00:00:00Z,Datta Khel,Pakistan,North Waziristan,5,8,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA
Ob208,2011-05-13T00:00:00Z,Doga Mada Khel,Pakistan,North Waziristan,3,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob209,2011-05-16T00:00:00Z,"Khushali Village, Mir Ail",Pakistan,North Waziristan,4,10,0,0,0,0,2,4,NA,NA,NA,NA,NA,NA
Ob210,2011-05-16T00:00:00Z,"Khisoor Village, Mir Ali",Pakistan,North Waziristan,3,6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob211,2011-05-20T00:00:00Z,Tappi,Pakistan,North Waziristan,4,6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob212,2011-05-23T00:00:00Z,Mir Ali,Pakistan,North Waziristan,4,7,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA
Ob213,2011-06-03T00:00:00Z,Ghwa Khwa,Pakistan,South Waziristan,5,12,0,0,0,0,1,3,NA,NA,NA,NA,NA,NA
YEM013,2011-06-03T00:00:00Z,Zinjibar,Yemen,Abyan,7,7,4,4,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
Ob214,2011-06-06T00:00:00Z,"Tigger, Toji Khel Wazir",Pakistan,South Waziristan,7,9,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA
Ob215,2011-06-06T00:00:00Z,Wacha Dana,Pakistan,South Waziristan,8,10,0,7,0,0,3,3,NA,NA,NA,NA,NA,NA
Ob216,2011-06-06T00:00:00Z,Darnashtra,Pakistan,South Waziristan,3,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob217,2011-06-08T00:00:00Z,Zoynari,Pakistan,South Waziristan,18,23,0,0,0,0,6,6,NA,NA,NA,NA,NA,NA
Ob218,2011-06-08T00:00:00Z,Shawal,Pakistan,South Waziristan,4,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
YEM014,2011-06-10T00:00:00Z,Zinjibar,Yemen,Abyan,1,1,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
YEM015,2011-06-10T00:00:00Z,Raia,Yemen,Abyan,2,3,2,3,1,1,0,1,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,3
Ob219,2011-06-15T00:00:00Z,Wana,Pakistan,South Waziristan,2,10,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA
Ob220,2011-06-15T00:00:00Z,Karez,Pakistan,South Waziristan,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob221,2011-06-15T00:00:00Z,Mir Ali,Pakistan,North Waziristan,5,6,5,6,0,0,0,0,NA,NA,NA,NA,NA,NA
YEM016,2011-06-18T00:00:00Z,Jaar,Yemen,Abyan,0,0,0,0,0,0,6,6,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
Ob222,2011-06-20T00:00:00Z,Khardand,Pakistan,Kurram Agency,5,7,2,7,0,0,0,3,NA,NA,NA,NA,NA,NA
Ob223,2011-06-20T00:00:00Z,Zarakai,Pakistan,Kurram Agency,2,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
SOM010,2011-06-23T00:00:00Z,Kismayo,Somalia,NA,2,2,0,0,0,0,2,3,Confirmed,TRUE,TRUE,"Air operation - drone strike
Helicopter raid",1,1
Ob224,2011-06-27T00:00:00Z,Shawal,Pakistan,South Waziristan,6,12,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob225,2011-06-27T00:00:00Z,Shakai,Pakistan,South Waziristan,12,21,0,20,0,0,2,2,NA,NA,NA,NA,NA,NA
Ob226,2011-07-05T00:00:00Z,Mir Ali,Pakistan,North Waziristan,4,6,0,3,0,2,5,5,NA,NA,NA,NA,NA,NA
SOM011,2011-07-06T00:00:00Z,Juba,Somalia,NA,0,0,0,0,0,0,0,0,Possible,TRUE,TRUE,Air operation - drone or airstrike,1,1
Ob227,2011-07-11T00:00:00Z,Gurwak,Pakistan,North Waziristan,4,12,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA
Ob228,2011-07-12T00:00:00Z,Gurwak,Pakistan,North Waziristan,12,25,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob229,2011-07-12T00:00:00Z,Barmal,Pakistan,South Waziristan,5,13,0,0,0,0,3,5,NA,NA,NA,NA,NA,NA
Ob230,2011-07-12T00:00:00Z,Datta Khel,Pakistan,North Waziristan,13,15,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob231,2011-07-12T00:00:00Z,Datta Khel,Pakistan,North Waziristan,1,9,1,1,0,0,3,5,NA,NA,NA,NA,NA,NA
YEM017,2011-07-14T00:00:00Z,"Wadeea district
Mudiya",Yemen,Abyan,6,50,30,30,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM018,2011-07-14T00:00:00Z,Unknown,Yemen,Abyan,0,0,0,0,0,0,0,0,Possible,TRUE,TRUE,Drone strike,1,1
Ob232,2011-07-20T00:00:00Z,Mir Ali,Pakistan,North Waziristan,4,4,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA
YEM019,2011-07-27T00:00:00Z,"Karadeef
Zinjibar",Yemen,Abyan,5,5,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
Ob233,2011-08-01T00:00:00Z,Azam Warsak,Pakistan,South Waziristan,3,6,0,6,0,0,2,7,NA,NA,NA,NA,NA,NA
YEM020,2011-08-01T00:00:00Z,Al Khamila,Yemen,Abyan,13,16,0,0,0,0,12,17,Confirmed,TRUE,TRUE,"Drone strike
Possible Yemen Air Force airstrike",2,4
Ob234,2011-08-02T00:00:00Z,Qutab Khel,Pakistan,North Waziristan,3,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob235,2011-08-10T00:00:00Z,Miram Shah,Pakistan,North Waziristan,8,25,0,0,0,0,3,8,NA,NA,NA,NA,NA,NA
Ob236,2011-08-16T00:00:00Z,Miram Shah,Pakistan,North Waziristan,2,7,3,4,1,1,2,2,NA,NA,NA,NA,NA,NA
Ob237,2011-08-19T00:00:00Z,Shin Warsak,Pakistan,South Waziristan,3,4,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA
Ob238,2011-08-22T00:00:00Z,"Mir Koon Khel, Mir Ali",Pakistan,North Waziristan,3,7,0,4,0,0,3,3,NA,NA,NA,NA,NA,NA
YEM021,2011-08-24T00:00:00Z,Zinjibar,Yemen,Abyan,30,30,0,0,0,0,40,40,Possible,TRUE,FALSE,Airstrike,1,1
YEM022,2011-08-24T00:00:00Z,Arkoub,Yemen,Abyan,6,6,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
YEM023,2011-08-25T00:00:00Z,Wadi Hassan,Yemen,Abyan,8,8,0,0,0,0,3,3,Possible,TRUE,FALSE,Airstrike,1,1
YEM024,2011-08-31T00:00:00Z,Unknown,Yemen,Abyan,30,30,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Airstrike,2,2
YEM025,2011-09-05T00:00:00Z,Jaar,Yemen,Abyan,3,7,3,7,0,0,4,4,Possible,TRUE,FALSE,Airstrike,1,1
YEM026,2011-09-05T00:00:00Z,Jaar,Yemen,Abyan,9,11,1,1,1,1,2,2,Possible,TRUE,FALSE,Airstrike,2,2
YEM027,2011-09-07T00:00:00Z,Mahfed,Yemen,Abyan,3,10,0,0,0,0,2,24,Confirmed,TRUE,TRUE,Drone strike,2,3
Ob239,2011-09-11T00:00:00Z,Hisokhel,Pakistan,North Waziristan,1,5,0,0,0,0,1,3,NA,NA,NA,NA,NA,NA
YEM028,2011-09-21T00:00:00Z,Mahfed,Yemen,Abyan,4,4,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM029,2011-09-21T00:00:00Z,Shaqra,Yemen,Abyan,6,7,0,0,0,0,3,3,Possible,TRUE,FALSE,Airstrike,1,1
Ob240,2011-09-23T00:00:00Z,Khushali,Pakistan,North Waziristan,3,8,0,0,0,0,3,4,NA,NA,NA,NA,NA,NA
SOM012,2011-09-25T00:00:00Z,Kismayo,Somalia,NA,0,0,0,0,0,0,0,0,Possible,TRUE,TRUE,Air operation - drone strike,1,1
Ob241,2011-09-27T00:00:00Z,Azam Warsak,Pakistan,South Waziristan,0,4,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA
Ob242,2011-09-30T00:00:00Z,Baghar,Pakistan,South Waziristan,3,4,0,0,0,0,1,5,NA,NA,NA,NA,NA,NA
YEM030,2011-09-30T00:00:00Z,Unknown,Yemen,Jawf,4,4,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM031,2011-10-05T00:00:00Z,Al Arqoub,Yemen,Abyan,5,5,0,0,0,0,7,7,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
Ob243,2011-10-13T00:00:00Z,Danda Darpakhel,Pakistan,North Waziristan,1,6,0,0,0,0,4,4,NA,NA,NA,NA,NA,NA
Ob244,2011-10-13T00:00:00Z,"Chashma Nala, Birmal",Pakistan,South Waziristan,3,6,0,0,0,0,3,3,NA,NA,NA,NA,NA,NA
Ob245,2011-10-14T00:00:00Z,Danda Darpakhel,Pakistan,North Waziristan,3,6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
YEM032,2011-10-14T00:00:00Z,Azzan,Yemen,Shabwa,0,0,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM033,2011-10-14T00:00:00Z,Azzan,Yemen,Shabwa,7,9,2,2,2,2,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM034,2011-10-14T00:00:00Z,Unknown,Yemen,Southern Yemen,15,17,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
YEM035,2011-10-14T00:00:00Z,Azzan,Yemen,Shabwa,2,2,1,2,1,1,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
Ob246,2011-10-15T00:00:00Z,Angor Adda,Pakistan,South Waziristan,3,6,0,0,0,0,3,7,NA,NA,NA,NA,NA,NA
Ob247,2011-10-26T00:00:00Z,"Shana Wana, Birmal",Pakistan,South Waziristan,13,22,0,0,0,0,6,6,NA,NA,NA,NA,NA,NA
Ob248,2011-10-27T00:00:00Z,Azam Warsak,Pakistan,South Waziristan,4,6,0,0,0,0,3,4,NA,NA,NA,NA,NA,NA
Ob249,2011-10-27T00:00:00Z,Hisokhel,Pakistan,North Waziristan,4,6,0,0,0,0,3,3,NA,NA,NA,NA,NA,NA
Ob250,2011-10-30T00:00:00Z,"Khar Khama, Datta Khel",Pakistan,North Waziristan,4,6,4,4,0,0,2,3,NA,NA,NA,NA,NA,NA
Ob251,2011-10-31T00:00:00Z,Norak,Pakistan,North Waziristan,2,4,2,2,2,2,3,3,NA,NA,NA,NA,NA,NA
Ob252,2011-11-03T00:00:00Z,"Sarai Darpa Khel, Miranshah",Pakistan,North Waziristan,2,3,0,0,0,0,3,3,NA,NA,NA,NA,NA,NA
SOM013,2011-11-14T00:00:00Z,Afgoye,Somalia,NA,0,2,0,0,0,0,0,0,Possible,TRUE,TRUE,Air operation - drone strike,1,1
Ob253,2011-11-15T00:00:00Z,Miram Shah,Pakistan,North Waziristan,3,7,0,0,0,0,2,4,NA,NA,NA,NA,NA,NA
Ob254,2011-11-16T00:00:00Z,Babar Ghar,Pakistan,South Waziristan,4,22,0,0,0,0,6,12,NA,NA,NA,NA,NA,NA
Ob255,2011-11-17T00:00:00Z,Shawal,Pakistan,North Waziristan,7,9,0,0,0,0,3,5,NA,NA,NA,NA,NA,NA
YEM036,2011-12-22T00:00:00Z,Zinjibar,Yemen,Abyan,1,1,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
Ob256,2012-01-10T00:00:00Z,Miram Shah,Pakistan,North Waziristan,1,4,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA
Ob257,2012-01-12T00:00:00Z,Datta Khel,Pakistan,North Waziristan,5,9,0,0,0,0,2,3,NA,NA,NA,NA,NA,NA
SOM014,2012-01-21T00:00:00Z,Elasha Biyaha,Somalia,NA,1,1,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Air operation - drone strike,1,1
Ob258,2012-01-23T00:00:00Z,Deegan,Pakistan,North Waziristan,2,5,0,0,0,0,1,3,NA,NA,NA,NA,NA,NA
Ob259,2012-01-23T00:00:00Z,"Char Khel, Datta Khel",Pakistan,North Waziristan,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
YEM037,2012-01-31T00:00:00Z,Lawder,Yemen,Abyan,10,14,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM038,2012-01-31T00:00:00Z,Unknown,Yemen,Abyan,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Airstrike,3,3
Ob260,2012-02-08T00:00:00Z,Miranshah,Pakistan,North Waziristan,9,10,0,0,0,0,2,12,NA,NA,NA,NA,NA,NA
Ob261,2012-02-09T00:00:00Z,Miranshah,Pakistan,North Waziristan,3,8,0,3,0,1,3,3,NA,NA,NA,NA,NA,NA
Ob262,2012-02-16T00:00:00Z,Miranshah,Pakistan,North Waziristan,5,6,0,0,0,0,4,7,NA,NA,NA,NA,NA,NA
Ob263,2012-02-16T00:00:00Z,"Jalar Zakar Khel, Mir Ali",Pakistan,North Waziristan,8,15,0,0,0,0,3,3,NA,NA,NA,NA,NA,NA
