strike_id,date,location,country,area,confirm_possible,air_strike,drone_strike,strike_type,min_strikes,max_strikes,min_ppl_killed,max_ppl_killed,min_civil_killed,max_civil_killed,min_child_killed,max_child_killed,min_injured,max_injured
YEM227,2016-04-25T00:00:00Z,Zinjibar,Yemen,Abyan,Confirmed,TRUE,TRUE,US drone strike,1,1,3,6,0,0,0,0,0,0
YEM228,2016-04-25T00:00:00Z,Azzan,Yemen,Shabwa,Confirmed,TRUE,TRUE,US drone strike,1,1,2,10,0,0,0,0,0,0
YEM229,2016-04-28T00:00:00Z,Unknown,Yemen,Shabwa,Confirmed,TRUE,TRUE,US drone strike,1,1,4,4,0,0,0,0,1,1
YEM230,2016-05-19T00:00:00Z,Unknown,Yemen,Shabwa,Confirmed,TRUE,TRUE,US drone strike,1,1,4,4,0,0,0,0,0,0
YEM231,2016-06-09T00:00:00Z,Unknown,Yemen,Bayda,Confirmed,TRUE,TRUE,US drone strike,1,1,2,2,0,0,0,0,0,0
YEM232,2016-06-10T00:00:00Z,Unknown,Yemen,Mareb,Confirmed,TRUE,TRUE,US drone strike,1,1,2,2,0,0,0,0,0,0
YEM233,2016-06-12T00:00:00Z,Haban,Yemen,Shabwa,Confirmed,TRUE,TRUE,US drone strike,1,1,2,3,0,0,0,0,1,1
YEM234,2016-07-01T00:00:00Z,Gardan,Yemen,Shabwa,Confirmed,TRUE,TRUE,US drone strike,1,1,3,6,0,0,0,0,0,0
YEM235,2016-07-04T00:00:00Z,Musaina,Yemen,Shabwa,Confirmed,TRUE,TRUE,US drone strike,1,1,2,3,0,0,0,0,0,1
YEM236,2016-07-08T00:00:00Z,Unknown,Yemen,Central Yemen,Confirmed,TRUE,TRUE,US drone strike,1,1,1,1,0,0,0,0,0,0
YEM237,2016-07-10T00:00:00Z,Jabul,Yemen,Mareb,Possible,TRUE,TRUE,US drone strike,1,1,0,0,0,0,0,0,4,4
YEM238,2016-07-16T00:00:00Z,Al Uqlah,Yemen,Shabwa,Confirmed,TRUE,TRUE,US drone strike,1,1,2,4,0,0,0,0,0,2
YEM239,2016-08-04T00:00:00Z,Azzan,Yemen,Shabwa,Confirmed,TRUE,TRUE,US drone strike,1,1,2,4,0,0,0,0,2,4
YEM240,2016-08-24T00:00:00Z,Unknown,Yemen,Shabwa,Confirmed,TRUE,TRUE,US drone strike,1,1,4,5,0,0,0,0,0,0
YEM241,2016-08-30T00:00:00Z,Unknown,Yemen,Shabwa,Confirmed,TRUE,TRUE,US air or drone strike,1,1,3,3,0,0,0,0,0,0
YEM242,2016-09-04T00:00:00Z,Unknown,Yemen,Shabwa,Confirmed,TRUE,TRUE,US air or drone strike,1,1,6,9,0,0,0,0,0,0
YEM243,2016-09-13T00:00:00Z,Radaa area,Yemen,Bayda,Confirmed,TRUE,TRUE,US drone strike,1,1,5,5,0,0,0,0,0,0
YEM244,2016-09-20T00:00:00Z,Wadi Abida,Yemen,Marib,Confirmed,TRUE,TRUE,"US drone or air strike
",1,1,2,2,0,0,0,0,0,0
YEM245,2016-09-22T00:00:00Z,Sawmaa district,Yemen,Bayda,Confirmed,TRUE,TRUE,US air or drone strike,1,1,2,3,0,0,0,0,0,0
YEM246,2016-09-23T00:00:00Z,Unknown,Yemen,Mareb,Confirmed,TRUE,TRUE,US drone strike,1,1,3,5,0,0,0,0,0,0
YEM247,2016-09-29T00:00:00Z,Unknown,Yemen,Bayda,Confirmed,TRUE,TRUE,US air or drone strike,1,1,2,2,0,0,0,0,0,0
YEM248,2016-10-06T00:00:00Z,Unknown,Yemen,Shabwah,Confirmed,TRUE,FALSE,US air or drone strike,1,1,2,2,0,0,0,0,0,0
YEM249,2016-10-12T00:00:00Z,North of the Bab el-Mandeb strait,Yemen,-,Confirmed,FALSE,FALSE,US cruise missle strike,3,3,0,0,0,0,0,0,0,0
YEM250,2016-10-18T00:00:00Z,Unknown,Yemen,Shabwah,Confirmed,TRUE,TRUE,US air or drone strike,1,1,3,8,0,0,0,0,2,2
YEM251,2016-10-21T00:00:00Z,Unknown,Yemen,Marib,Confirmed,TRUE,FALSE,US air or drone strike,1,1,5,5,0,0,0,0,0,0
YEM252,2016-11-21T00:00:00Z,Unknown,Yemen,Bayda,Confirmed,TRUE,TRUE,US air or drone strike,1,1,1,1,0,0,0,0,0,0
YEM253,2016-11-24T00:00:00Z,Sawmaah,Yemen,Bayda,Confirmed,TRUE,TRUE,US air or drone strike,1,1,2,2,0,0,0,0,0,0
YEM254,2016-11-30T00:00:00Z,Unknown,Yemen,Hadramout,Confirmed,TRUE,TRUE,US air or drone strike,1,1,3,3,0,0,0,0,0,0
YEM255,2016-12-13T00:00:00Z,Unknown,Yemen,Marib/Al Jawf,Confirmed,TRUE,TRUE,US air or drone strike,1,1,4,4,0,0,0,0,0,0
YEM256,2016-12-29T00:00:00Z,Sawmaah,Yemen,Bayda,Confirmed,TRUE,TRUE,US air or drone strike,1,1,2,2,0,0,0,0,0,0
YEM257,2017-01-08T00:00:00Z,Unknown,Yemen,Bayda,Confirmed,TRUE,TRUE,US air or drone strike,1,1,1,1,0,0,0,0,0,0
YEM258,2017-01-20T00:00:00Z,Unknown,Yemen,Bayda,Confirmed,TRUE,TRUE,US air or drone strike,1,1,1,1,0,0,0,0,0,0
YEM259,2017-01-21T00:00:00Z,Unknown,Yemen,Bayda,Confirmed,TRUE,TRUE,US air or drone strike,1,2,3,6,0,0,0,0,0,0
YEM260,2017-01-22T00:00:00Z,Unknown,Yemen,Bayda,Confirmed,TRUE,TRUE,US air or drone strike,1,2,1,3,0,0,0,0,0,0
YEM261,2017-01-28T00:00:00Z,Yakla,Yemen,Bayda,Confirmed,FALSE,FALSE,"US air and ground operation
Special forces air assault and air support, possibly drone",1,1,39,39,25,25,10,10,7,7
YEM262,2017-01-30T00:00:00Z,Baihan,Yemen,Shabwa,Confirmed,TRUE,TRUE,US air or drone strike,1,1,2,2,0,0,0,0,0,0
YEM263,2017-03-02T00:00:00Z,Unknown,Yemen,Across central Yemen,Confirmed,TRUE,FALSE,US air or drone strikes,25,25,2,12,0,0,0,0,0,0
YEM264,2017-03-03T00:00:00Z,Unknown,Yemen,Yemen,Confirmed,TRUE,FALSE,US air or drone strikes,5,10,1,8,0,0,0,0,0,0
YEM265,2017-03-04T00:00:00Z,Ahwar,Yemen,Abyan,Confirmed,TRUE,TRUE,US air or drone strike,1,1,2,2,0,0,0,0,0,0
YEM266,2017-03-06T00:00:00Z,Unknown,Yemen,Multiple provinces,Confirmed,TRUE,FALSE,US air or drone strikes,9,4,7,11,0,2,0,2,0,0
YEM267,2017-03-31T00:00:00Z,Unknown,Yemen,Unknown,Confirmed,TRUE,FALSE,US air or drone strikes,10,10,0,0,0,0,0,0,0,0
YEM268,2017-04-02T00:00:00Z,Unknown,Yemen,Shabwah,Confirmed,TRUE,FALSE,US air or drone strikes,20,20,0,0,0,0,0,0,0,0
YEM269,2017-04-18T00:00:00Z,Unknown,Yemen,Marib,Confirmed,TRUE,TRUE,US air or drone strike,1,1,3,4,0,0,0,0,0,0
YEM270,2017-04-23T00:00:00Z,al Said,Yemen,Shabwah,Confirmed,TRUE,TRUE,US air or drone strike,1,1,3,8,3,8,0,0,0,0
YEM271,2017-04-24T00:00:00Z,Unknown,Yemen,Unknown,Confirmed,TRUE,FALSE,US air or drone strike,8,8,0,0,0,0,0,0,0,0
YEM272,2017-04-29T00:00:00Z,Unknown,Yemen,Marib,Confirmed,TRUE,TRUE,US air or drone strike,1,1,4,5,0,0,0,0,0,0
YEM273,2017-04-29T00:00:00Z,Unknown,Yemen,Shabwah,Confirmed,TRUE,FALSE,US air or drone strike,1,1,3,3,0,0,0,0,0,0
YEM274,2017-05-23T00:00:00Z,Al Sirim area,Yemen,Marib,Confirmed,FALSE,FALSE,"US air and ground operation
Special forces raid with air strikes, possibly drone",1,1,7,12,5,5,0,1,5,6
YEM275,2017-06-16T00:00:00Z,Al Naqba,Yemen,Shabwah,Confirmed,TRUE,TRUE,US air or drone strike,1,1,2,3,0,0,0,0,0,0
YEM276,2017-07-01T00:00:00Z,Al Wadei,Yemen,Abyan,Confirmed,TRUE,TRUE,US air or drone strike,1,1,2,2,0,0,0,0,0,0
YEM277,2017-08-13T00:00:00Z,Marakishah,Yemen,Abyan,Confirmed,TRUE,TRUE,US air or drone strike,1,1,0,3,0,0,0,0,0,0
YEM278,2017-09-09T00:00:00Z,Unknown,Yemen,Bayda,Confirmed,TRUE,FALSE,US air or drone strike,3,3,2,7,0,0,0,0,0,0
YEM279,2017-09-16T00:00:00Z,Unknown,Yemen,Unknown,Confirmed,TRUE,FALSE,US air or drone strike,8,6,0,0,0,0,0,0,0,0
YEM280,2017-10-04T00:00:00Z,Unknown,Yemen,Bayda,Confirmed,TRUE,TRUE,US air or drone strike,1,1,1,2,0,0,0,0,0,0
YEM281,2017-10-08T00:00:00Z,Raghwan,Yemen,Marib,Confirmed,TRUE,TRUE,US air or drone strike,1,1,5,5,0,0,0,0,0,0
YEM282,2017-10-16T00:00:00Z,Unknown,Yemen,Bayda,Confirmed,TRUE,FALSE,US air or drone strike,2,2,50,50,0,0,0,0,0,0
YEM283,2017-10-19T00:00:00Z,Unknown,Yemen,Bayda,Confirmed,TRUE,TRUE,US air or drone strike,1,1,5,5,0,0,0,0,0,0
YEM284,2017-10-19T00:00:00Z,Unknown,Yemen,Unknown,Confirmed,TRUE,FALSE,US air or drone strike,7,7,0,0,0,0,0,0,0,0
YEM285,2017-10-25T00:00:00Z,Unknown,Yemen,Bayda,Confirmed,TRUE,FALSE,US air or drone strike,2,2,9,13,0,0,0,0,0,0
YEM286,2017-11-02T00:00:00Z,Al Wadi,Yemen,Marib,Confirmed,TRUE,TRUE,US air or drone strike,1,1,2,2,0,0,0,0,0,0
YEM287,2017-11-10T00:00:00Z,Unknown,Yemen,Bayda,Confirmed,TRUE,TRUE,US air or drone strike,1,1,2,2,0,0,0,0,0,0
YEM288,2017-11-11T00:00:00Z,Unknown,Yemen,Bayda,Confirmed,TRUE,TRUE,US air or drone strike,1,1,1,1,0,0,0,0,0,0
YEM289,2017-11-12T00:00:00Z,Unknown,Yemen,Bayda,Confirmed,TRUE,TRUE,US air or drone strike,1,1,2,2,0,0,0,0,0,0
YEM290,2017-11-19T00:00:00Z,Unknown,Yemen,Bayda,Confirmed,TRUE,FALSE,US air or drone strike,1,1,2,2,0,0,0,0,0,0
YEM291,2017-11-20T00:00:00Z,Unknown,Yemen,Bayda,Confirmed,TRUE,FALSE,US air or drone strike,2,2,5,5,0,0,0,0,0,0
YEM292,2017-11-23T00:00:00Z,Unknown,Yemen,Bayda,Confirmed,TRUE,FALSE,US air or drone strike,1,1,2,2,0,0,0,0,0,0
YEM293,2017-11-25T00:00:00Z,Unknown,Yemen,Shabwah,Confirmed,TRUE,TRUE,US air or drone strike,1,1,5,7,0,0,0,0,0,0
YEM294,2017-11-26T00:00:00Z,Qaifa,Yemen,Bayda,Confirmed,TRUE,TRUE,US air or drone strike,1,1,3,3,0,0,0,0,0,0
YEM295,2017-12-15T00:00:00Z,Unknown,Yemen,Bayda,Confirmed,TRUE,FALSE,US air or drone strike,1,1,1,1,0,0,0,0,0,0
YEM296,2017-12-19T00:00:00Z,Unknown,Yemen,Marib,Confirmed,TRUE,FALSE,US air or drone strike,1,1,1,1,0,0,0,0,0,0
YEM297,2018-01-01T00:00:00Z,Unknown,Yemen,Bayda,Confirmed,TRUE,TRUE,US air or drone strike,1,1,0,2,0,2,0,0,0,0
YEM298,2018-01-26T00:00:00Z,Said,Yemen,Shabwah,Confirmed,TRUE,TRUE,US air or drone strike,1,1,7,7,7,7,0,0,0,0
YEM299,2018-01-29T00:00:00Z,Unknown,Yemen,Unknown,Confirmed,TRUE,FALSE,US air or drone strike,8,8,0,0,0,0,0,0,0,0
YEM300,2018-02-11T00:00:00Z,Unknown,Yemen,Bayda,Confirmed,TRUE,TRUE,US air or drone strike,1,1,6,6,0,0,0,0,0,0
YEM301,2018-02-16T00:00:00Z,Unknown,Yemen,Bayda,Confirmed,TRUE,TRUE,US air or drone strike,1,1,2,3,0,0,0,0,0,0
YEM302,2018-02-28T00:00:00Z,Unknown,Yemen,Unknown,Confirmed,TRUE,FALSE,US air or drone strike,4,4,0,0,0,0,0,0,0,0
YEM303,2018-03-05T00:00:00Z,Unknown,Yemen,Hadramout,Confirmed,TRUE,TRUE,US air or drone strike,1,1,1,4,0,1,0,1,0,1
YEM304,2018-03-07T00:00:00Z,Al Hudhi,Yemen,Hadramout,Confirmed,TRUE,TRUE,US air or drone strike,1,1,1,1,1,1,0,0,0,0
YEM305,2018-03-08T00:00:00Z,Unknown,Yemen,Hadramout,Confirmed,TRUE,FALSE,US air or drone strike,1,1,0,0,0,0,0,0,0,0
YEM306,2018-03-09T00:00:00Z,Al Abr,Yemen,Hadramout,Possible,TRUE,TRUE,US air or drone strike,1,1,6,6,0,6,0,1,0,0
YEM307,2018-03-22T00:00:00Z,Wadi Abida,Yemen,Marib,Possible,TRUE,TRUE,US air or drone strike,1,1,5,7,0,0,0,0,0,0
YEM308,2018-03-26T00:00:00Z,Unknown,Yemen,Hadramout,Confirmed,TRUE,FALSE,US air or drone strike,3,3,0,0,0,0,0,0,0,0
YEM309,2018-03-29T00:00:00Z,Sawmaah,Yemen,Bayda,Confirmed,TRUE,TRUE,US air or drone strike,1,1,3,4,0,3,0,0,0,2
YEM310,2018-04-11T00:00:00Z,Unknown,Yemen,Hadramout,Confirmed,TRUE,FALSE,US air or drone strike,1,1,0,0,0,0,0,0,0,0
YEM311,2018-04-23T00:00:00Z,Unknown,Yemen,Bayda,Confirmed,TRUE,FALSE,US air or drone strike,1,1,0,0,0,0,0,0,0,0
YEM312,2018-04-30T00:00:00Z,Unknown,Yemen,Unknown,Confirmed,TRUE,FALSE,US air or drone strike,2,2,0,0,0,0,0,0,0,0
YEM313,2018-05-14T00:00:00Z,Unknown,Yemen,Shabwah,Confirmed,TRUE,TRUE,US air or drone strike,1,1,2,3,0,1,0,0,0,0
YEM314,2018-06-23T00:00:00Z,Unknown,Yemen,Unknown,Confirmed,TRUE,FALSE,US air or drone strike,1,1,0,0,0,0,0,0,0,0
YEM315,2018-06-30T00:00:00Z,Unknown,Yemen,Unknown,Confirmed,TRUE,FALSE,US air or drone strike,1,1,0,0,0,0,0,0,0,0
YEM316,2018-07-22T00:00:00Z,Unknown,Yemen,Hadramout,Confirmed,TRUE,FALSE,US air or drone strike,1,1,0,0,0,0,0,0,0,0
YEM317,2018-07-24T00:00:00Z,Unknown,Yemen,Hadramout,Confirmed,TRUE,FALSE,US air or drone strike,1,1,0,0,0,0,0,0,0,0
YEM318,2018-08-14T00:00:00Z,Unknown,Yemen,Unknown,Confirmed,TRUE,FALSE,US air or drone strike,1,1,0,0,0,0,0,0,0,0
YEM319,2018-09-09T00:00:00Z,Ahwar,Yemen,Abyan,Confirmed,TRUE,FALSE,US air or drone strike,1,1,4,4,0,0,0,0,0,0
YEM320,2018-09-18T00:00:00Z,Unknown,Yemen,Bayda,Confirmed,TRUE,FALSE,US air or drone strike,1,1,0,0,0,0,0,0,0,0
YEM321,2018-11-25T00:00:00Z,al Qrishia,Yemen,Bayda,Confirmed,TRUE,TRUE,US air or drone strike,1,1,5,8,0,0,0,0,0,0
YEM322,2019-01-01T00:00:00Z,Unknown,Yemen,Marib,Confirmed,TRUE,FALSE,US air or drone strike,1,1,1,1,0,0,0,0,0,0
YEM323,2019-03-31T00:00:00Z,Unknown,Yemen,Bayda,Confirmed,TRUE,FALSE,US air or drone strike,6,6,0,0,0,0,0,0,0,0
YEM324,2019-06-24T00:00:00Z,Dhi Naim,Yemen,Badya,Confirmed,TRUE,FALSE,US air or drone strike,1,1,0,5,0,0,0,0,0,0
